Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2017,300,6,4,30,21,2009,37090
2017,300,6,4,30,21,2009,40040
2017,300,6,4,30,21,2009,32610
2017,300,6,4,30,21,2009,37870
2016,523,12,4,20,13,617,189350
2017,523,12,4,21,13,617,191300
2011,263,4,4,25,18,586,23700
2012,263,4,4,25,18,586,24000
2013,263,4,4,25,18,586,24200
2006,274,4,4,23,17,586,27995
2006,274,4,4,23,17,586,29925
2007,274,4,4,23,17,586,29925
2007,274,4,4,23,17,586,27995
2004,178,4,2,24,18,586,25730
2005,178,4,2,24,18,586,25780
2005,178,4,2,24,18,586,26580
2003,170,4,4,27,21,586,20480
2003,170,4,4,27,21,586,19980
2001,315,6,2,23,15,3916,44990
2001,315,6,2,23,15,3916,45990
2002,315,6,2,25,17,3916,44990
2006,330,6,2,22,14,3916,49300
2006,330,6,2,22,14,3916,51300
2015,290,6,4,27,18,204,44565
2015,290,6,4,27,18,204,48840
2015,290,6,4,27,18,204,50840
2015,290,6,4,28,20,204,42565
2015,290,6,4,28,20,204,48840
2015,290,6,4,28,20,204,46840
2015,290,6,4,27,18,204,56780
2015,290,6,4,28,20,204,54780
2016,290,6,4,27,19,204,43015
2016,290,6,4,27,19,204,49440
2016,290,6,4,26,18,204,46515
2016,290,6,4,27,19,204,44515
2016,290,6,4,26,19,204,55230
2016,290,6,4,26,18,204,45015
2016,290,6,4,27,20,204,53230
2016,290,6,4,26,18,204,52640
2016,290,6,4,26,18,204,51440
2016,290,6,4,26,18,204,50640
2016,290,6,4,27,20,204,55230
2016,290,6,4,26,18,204,49440
2016,290,6,4,27,19,204,47440
2016,290,6,4,27,19,204,48640
2016,290,6,4,27,19,204,50640
2016,290,6,4,26,19,204,57230
2017,290,6,4,26,19,204,56400
2017,290,6,4,27,19,204,48360
2017,290,6,4,26,18,204,50360
2017,290,6,4,26,18,204,52360
2017,290,6,4,26,19,204,58400
2017,290,6,4,27,20,204,56400
2017,290,6,4,27,19,204,43950
2017,290,6,4,27,19,204,50360
2017,290,6,4,26,18,204,45950
2017,290,6,4,27,20,204,54400
2016,208,4,4,23,20,617,32500
2016,208,4,3,24,21,617,28950
1999,55,3,2,42,34,1385,2000
1999,79,4,4,39,33,1385,2000
1999,79,4,2,39,33,1385,2000
2000,79,4,4,38,31,1385,2000
2000,55,3,2,41,32,1385,2000
2000,79,4,2,38,31,1385,2000
2001,79,4,4,31,26,1385,12515
1994,116,4,2,23,18,436,2000
1994,116,6,2,20,15,436,2000
1994,151,4,2,23,18,436,2000
1995,116,4,2,23,18,436,2000
1996,116,4,2,23,18,436,2000
2000,210,6,4,25,17,586,2381
2000,210,6,4,25,17,586,2337
2000,170,6,4,24,17,586,2138
2001,210,6,4,25,17,586,31025
2001,170,6,4,24,17,586,28025
2002,170,6,4,24,17,586,28075
2002,210,6,4,25,17,586,31075
2002,210,6,4,25,17,586,31675
2002,170,6,4,24,17,586,28875
2012,330,6,4,24,17,190,49850
2012,330,6,4,26,18,190,47700
2012,360,6,4,32,27,190,53700
2012,420,8,4,24,16,190,59200
2012,420,8,4,23,16,190,61700
2013,420,8,4,24,16,190,61200
2013,360,6,4,32,27,190,54750
2013,330,6,4,26,18,190,48700
2013,420,8,4,23,16,190,63700
2013,330,6,4,24,17,190,50850
2017,78,3,4,40,33,436,13995
2017,78,3,4,42,35,436,16995
2017,78,3,4,42,35,436,15195
2014,74,3,4,42,34,436,12995
2014,74,3,4,44,37,436,15195
2014,74,3,4,42,34,436,14195
2014,74,3,4,44,37,436,13995
2015,74,3,4,42,34,436,12995
2015,74,3,4,42,34,436,14295
2015,74,3,4,44,37,436,15395
2015,74,3,4,44,37,436,14095
2015,74,3,4,44,37,436,14945
2017,78,3,4,41,33,436,14795
2017,78,3,4,41,33,436,12995
2017,78,3,4,43,37,436,14195
2017,78,3,4,43,37,436,15995
2017,78,3,4,43,37,436,16495
2015,240,4,4,29,20,61,46030
2015,240,4,4,26,19,61,35595
2015,240,4,4,29,20,61,33100
2015,240,4,4,26,19,61,48525
2016,240,4,4,29,20,61,46455
2016,240,4,4,26,19,61,42955
2016,240,4,4,26,19,61,48950
2016,240,4,4,29,20,61,40460
2016,240,4,4,29,20,61,33260
2016,240,4,4,26,19,61,39585
2016,240,4,4,29,20,61,37090
2016,240,4,4,26,19,61,35755
2017,240,4,4,25,19,61,41895
2017,240,4,4,28,21,61,35720
2017,240,4,4,25,19,61,35130
2017,240,4,4,28,21,61,32720
2017,240,4,4,28,21,61,39485
2017,240,4,4,25,19,61,38125
2017,240,4,4,28,21,61,45475
2017,240,4,4,25,19,61,47880
2014,304,6,4,28,19,61,38850
2014,304,6,4,26,18,61,40845
2014,365,6,4,25,17,61,45840
2015,365,6,4,25,17,61,45840
2015,305,6,4,28,19,61,38850
2015,305,6,4,26,18,61,40845
2016,350,6,4,24,17,61,41005
2016,350,6,4,26,17,61,39010
2016,365,6,4,24,16,61,46000
2015,365,6,4,23,16,61,45205
2015,303,6,4,25,17,61,43210
2016,303,6,4,24,16,61,43370
2016,365,6,4,21,15,61,45365
2017,303,6,4,24,16,61,43530
2017,365,6,4,21,15,61,49025
2015,305,6,4,23,17,61,40850
2015,305,6,4,26,18,61,38900
2016,303,6,4,26,17,61,44045
2016,303,6,4,26,17,61,47810
2016,303,6,4,26,17,61,53475
2016,303,6,4,26,17,61,38260
2016,303,6,4,26,17,61,55970
2016,303,6,4,26,17,61,45315
2016,303,6,4,26,17,61,40755
2016,303,6,4,26,17,61,41550
2017,303,6,4,25,17,61,38260
2017,303,6,4,23,16,61,44045
2017,303,6,4,23,16,61,48055
2017,303,6,4,25,17,61,45560
2017,303,6,4,25,17,61,53475
2017,303,6,4,23,16,61,40755
2017,303,6,4,25,17,61,41550
2017,303,6,4,23,16,61,55970
2011,191,4,4,36,41,61,34645
2015,231,4,4,33,22,61,45555
2015,231,4,4,33,22,61,35190
2015,188,4,4,39,41,61,35190
2015,231,4,4,31,22,61,37080
2015,188,4,4,39,41,61,45555
2015,231,4,4,31,22,61,47445
2016,231,4,4,31,22,61,37080
2016,188,4,4,39,41,61,45605
2016,231,4,4,33,22,61,45605
2016,231,4,4,31,22,61,47495
2016,188,4,4,39,41,61,35190
2016,231,4,4,33,22,61,35190
2017,245,4,4,28,20,61,36900
2017,245,4,4,31,21,61,39510
2017,245,4,4,28,20,61,49560
2017,245,4,4,31,21,61,35010
2017,245,4,4,28,20,61,41400
2017,245,4,4,31,21,61,47670
2017,245,4,4,31,21,61,36760
2017,245,4,4,28,20,61,38650
2000,342,8,4,16,12,617,5650
1990,150,6,4,24,15,1851,2000
1990,150,6,4,24,15,1851,2000
1991,150,6,4,24,16,1851,2000
1991,150,6,4,24,16,1851,2000
1992,150,6,4,24,16,1851,2000
1992,150,6,4,24,16,1851,2000
2006,201,6,4,23,16,210,24250
2006,196,6,4,21,15,210,27750
2003,185,6,4,24,17,210,26140
2003,185,6,4,22,16,210,33790
2003,185,6,4,24,17,210,25815
2003,185,6,4,22,16,210,30540
2003,185,6,4,24,17,210,27590
2003,185,6,4,24,17,210,24165
2003,185,6,4,24,17,210,29740
2004,185,6,4,24,17,210,23335
2004,185,6,4,22,16,210,31035
2004,185,6,4,24,17,210,25885
2004,185,6,4,24,17,210,30235
2005,200,6,4,21,15,210,30210
2005,185,6,4,23,16,210,26040
2005,200,6,4,23,16,210,24520
2005,200,6,4,23,16,210,27890
2005,185,6,4,23,16,210,30420
2005,200,6,4,21,15,210,27700
2005,180,6,2,29,19,1385,22280
2005,200,6,2,28,18,1385,24690
2005,240,6,2,26,17,1385,28355
2006,242,6,2,26,18,1385,24930
2006,211,6,2,29,19,1385,20830
2006,303,8,2,26,16,1385,26330
2006,211,6,2,29,19,1385,20330
2006,242,6,2,26,18,1385,23430
2007,303,8,2,24,16,1385,27740
2007,211,6,2,29,19,1385,22625
2007,211,6,2,29,19,1385,21015
2002,197,6,4,20,15,436,27607
2002,165,6,4,19,15,436,27777
2002,197,6,4,17,14,436,29627
2002,165,6,4,21,16,436,22777
2002,197,6,4,17,14,436,32887
2002,197,6,4,20,15,436,31317
2002,165,6,4,19,15,436,25087
2002,165,6,4,21,16,436,25637
2003,165,6,4,19,15,436,27777
2003,165,6,4,19,15,436,25217
2003,197,6,4,20,15,436,27607
2003,165,6,4,21,16,436,22907
2003,197,6,4,17,14,436,32887
2003,197,6,4,17,14,436,29627
2003,165,6,4,21,16,436,25637
2003,197,6,4,20,15,436,31317
2004,197,6,4,19,15,436,26199
2004,197,6,4,17,14,436,25999
2004,197,6,4,17,14,436,28199
2004,197,6,4,19,15,436,23999
2004,215,6,4,18,13,436,34999
2005,215,6,4,17,13,436,35799
2006,215,6,4,17,13,436,36159
2012,592,8,2,22,15,416,229000
2013,616,8,2,22,15,416,239400
2004,200,6,4,23,16,586,28460
2004,200,6,4,23,16,586,23490
2005,200,6,4,23,16,586,28515
2005,200,6,4,23,16,586,22115
2005,200,6,4,23,16,586,22950
2006,200,6,4,23,16,586,28515
2006,200,6,4,23,16,586,22950
2006,200,6,4,23,16,586,22115
2003,138,4,2,30,22,2031,25645
2003,138,4,2,29,23,2031,24645
2004,138,4,2,30,23,2031,25895
2004,138,4,2,29,23,2031,24895
2005,138,4,2,30,23,2031,26145
2005,138,4,2,29,23,2031,25145
1993,135,4,2,26,19,2031,2000
1993,200,4,2,25,18,2031,2078
1994,200,4,2,25,18,2031,2254
1994,135,4,2,26,19,2031,2000
1995,135,4,2,26,19,2031,2038
1995,200,4,2,25,18,2031,2462
2014,505,8,4,18,11,520,298900
2015,505,8,4,18,11,520,303700
2016,505,8,4,18,11,520,303700
2016,530,8,4,18,11,520,335600
2012,265,6,2,22,17,2009,44540
2013,265,6,2,22,17,2009,44540
2014,265,6,2,22,17,2009,41995
2015,260,6,4,28,21,2009,39000
2015,260,6,4,28,21,2009,38550
2015,260,6,4,28,21,2009,40600
2015,260,6,4,28,21,2009,36950
2015,260,6,4,28,21,2009,34220
2015,260,6,4,28,21,2009,29560
2015,260,6,4,28,21,2009,32620
2015,260,6,4,28,21,2009,31160
2016,260,6,4,28,21,2009,34400
2016,260,6,4,28,21,2009,39180
2016,250,4,4,30,26,2009,41730
2016,260,6,4,28,21,2009,32800
2016,260,6,4,28,21,2009,38730
2016,260,6,4,28,21,2009,29740
2016,260,6,4,28,21,2009,40780
2016,260,6,4,28,21,2009,31340
2016,250,4,4,31,28,2009,42180
2016,260,6,4,28,21,2009,37130
2016,250,4,4,31,28,2009,40130
2016,250,4,4,30,26,2009,43780
2017,260,6,4,28,21,2009,29740
2017,260,6,4,28,21,2009,31340
2017,260,6,4,28,21,2009,37130
2017,260,6,4,28,21,2009,38730
2017,260,6,4,28,21,2009,34400
2017,260,6,4,28,21,2009,32800
2017,260,6,4,28,21,2009,40780
2017,260,6,4,28,21,2009,39180
2008,632,12,2,13,8,1158,336400
2008,632,12,2,13,8,1158,369200
2008,632,12,2,14,9,1158,345400
2008,632,12,2,14,9,1158,378200
2009,631,12,2,13,8,1158,382400
2009,631,12,2,13,8,1158,354000
2009,631,12,2,14,9,1158,364000
2009,631,12,2,14,9,1158,392400
2010,670,12,2,14,9,1158,450000
1997,305,8,2,24,16,5657,3550
1997,305,8,2,24,16,5657,3206
1998,305,8,2,24,16,5657,3654
1998,305,8,2,24,16,5657,4059
1999,320,8,2,22,15,5657,4584
1999,320,8,2,22,15,5657,5193
2015,435,8,2,25,15,5657,41800
2015,300,6,2,28,17,5657,29300
2015,310,4,2,31,22,5657,34800
2015,310,4,2,31,22,5657,25300
2015,435,8,2,25,15,5657,46170
2015,435,8,2,25,15,5657,32300
2015,300,6,2,28,17,5657,23800
2015,310,4,2,31,22,5657,29300
2015,435,8,2,25,15,5657,36300
2016,435,8,2,25,15,5657,36395
2016,435,8,2,25,15,5657,32395
2016,300,6,2,28,17,5657,24145
2016,310,4,2,29,20,5657,35145
2016,310,4,2,31,22,5657,29645
2016,435,8,2,25,15,5657,41895
2016,300,6,2,28,17,5657,29645
2016,310,4,2,31,22,5657,25645
2017,310,4,2,30,21,5657,25645
2017,300,6,2,27,18,5657,24645
2017,310,4,2,30,21,5657,29645
2017,435,8,2,23,14,5657,42145
2017,435,8,2,25,15,5657,36645
2017,310,4,2,27,21,5657,35145
2017,435,8,2,25,15,5657,32645
1993,130,6,2,26,20,586,2000
1993,88,4,2,32,24,586,2000
1993,130,6,2,26,20,586,2000
1994,130,6,2,26,20,586,2000
1994,88,4,2,34,25,586,2000
1995,88,4,2,34,25,586,2000
2014,158,4,2,28,21,586,27505
2014,158,4,2,28,21,586,30550
2014,158,4,2,28,21,586,29265
2014,167,4,2,28,21,586,26905
2014,167,4,2,28,21,586,28665
2014,158,4,2,28,21,586,25980
2014,167,4,2,28,21,586,27550
2014,167,4,2,28,22,586,23720
2014,158,4,2,28,21,586,28650
2014,167,4,2,28,21,586,29450
2015,158,4,2,28,21,586,28650
2015,167,4,2,28,21,586,27550
2015,158,4,2,28,21,586,29265
2015,167,4,2,28,22,586,23970
2015,167,4,2,28,21,586,29450
2015,158,4,2,28,21,586,30550
2015,158,4,2,28,21,586,27505
2015,167,4,2,28,21,586,26905
2015,158,4,2,28,21,586,26230
2015,167,4,2,28,21,586,32205
2015,158,4,2,28,21,586,32655
2015,167,4,2,28,21,586,28665
2016,155,4,2,34,27,586,28600
2016,155,4,2,36,27,586,26395
2016,155,4,2,36,27,586,29330
2016,155,4,2,36,27,586,31270
2016,155,4,2,34,27,586,30065
2016,155,4,2,34,27,586,24915
1995,164,6,2,24,18,586,2000
1995,118,4,2,31,23,586,2000
1996,164,6,2,24,18,586,2000
1996,118,4,2,31,23,586,2000
1996,164,6,2,24,18,586,2000
1997,164,6,2,24,18,586,2000
1997,114,4,2,31,23,586,2000
1992,155,6,2,20,15,586,2000
1992,155,6,2,20,15,586,2000
1992,155,6,2,20,15,586,2000
1992,155,6,2,20,15,586,2000
1993,160,6,2,21,16,586,2000
1993,160,6,2,21,16,586,2000
1993,160,6,2,21,16,586,2000
1993,160,6,2,21,16,586,2000
1994,160,6,2,19,14,586,2000
1994,160,6,2,19,14,586,2000
1994,160,6,2,18,14,586,2000
1994,160,6,2,18,14,586,2000
2015,365,6,4,20,15,61,65055
2015,365,6,4,19,15,61,67220
2015,365,6,4,22,16,61,61480
2015,365,6,4,20,15,61,63645
2016,380,6,4,22,16,61,63195
2016,380,6,4,19,15,61,76650
2016,380,6,4,19,15,61,69135
2016,380,6,4,20,15,61,65560
2016,380,6,4,20,15,61,73645
2016,380,6,4,20,15,61,74260
2016,380,6,4,20,15,61,66770
2016,380,6,4,22,16,61,71260
2017,380,6,4,20,15,61,65560
2017,380,6,4,21,15,61,71260
2017,380,6,4,20,15,61,66770
2017,380,6,4,21,15,61,63195
2017,380,6,4,19,15,61,69135
2017,380,6,4,19,15,61,76645
2017,380,6,4,20,15,61,73650
2017,380,6,4,20,15,61,74260
2003,215,4,4,27,19,1851,19450
2003,132,4,4,32,25,1851,13030
2003,150,4,4,32,25,1851,17085
2003,132,4,4,32,25,1851,15340
2004,132,4,4,29,22,1851,14315
2004,150,4,4,32,25,1851,17640
2004,132,4,4,32,25,1851,15800
2004,225,4,4,28,19,1851,20450
2004,132,4,4,32,25,1851,13490
2004,132,4,4,29,22,1851,16625
2005,132,4,4,32,25,1851,16110
2005,132,4,4,32,25,1851,13800
2005,220,4,4,28,19,1851,20700
1999,132,4,2,36,24,535,2000
1999,150,4,2,36,24,535,2000
1999,132,4,4,36,24,535,2000
1999,150,4,2,36,24,535,2000
1999,132,4,4,36,24,535,2000
1999,150,4,4,36,24,535,2000
2000,132,4,4,31,24,535,2000
2000,132,4,4,31,24,535,2044
2001,132,4,4,30,24,535,12715
2008,150,5,2,29,20,873,20990
2008,150,5,2,29,20,873,20525
2008,150,5,2,29,20,873,20525
2008,150,5,2,28,20,873,24315
2008,150,5,2,28,20,873,17475
2008,150,5,2,29,20,873,20990
2008,150,5,2,29,20,873,18550
2008,150,5,2,28,20,873,24315
2008,150,5,2,29,20,873,18550
2008,150,5,2,28,20,873,23240
2008,150,5,2,28,20,873,25740
2008,150,5,2,29,20,873,20990
2008,150,5,2,28,20,873,25740
2008,150,5,2,28,20,873,17475
2008,150,5,2,29,20,873,20990
2008,150,5,2,28,20,873,23240
2009,150,5,2,28,20,873,25990
2009,150,5,2,28,20,873,25990
2009,150,5,2,28,20,873,18290
2009,150,5,2,28,20,873,18290
2009,150,5,2,28,20,873,26990
2009,150,5,2,29,20,873,19390
2009,150,5,2,29,20,873,19390
2009,150,5,2,28,20,873,26990
2010,150,5,2,28,20,873,18690
2010,150,5,2,28,20,873,27390
2010,150,5,2,28,20,873,18690
2010,150,5,2,29,20,873,20390
2010,150,5,2,29,20,873,19790
2010,150,5,2,29,20,873,20390
2010,150,5,2,28,20,873,27390
2010,150,5,2,29,20,873,20390
2010,150,5,2,28,20,873,26390
2010,150,5,2,29,20,873,19790
2010,150,5,2,29,20,873,20390
2010,150,5,2,28,20,873,26390
1994,214,6,4,24,16,1013,2000
1995,214,6,4,24,16,1013,2000
1996,214,6,4,24,16,1013,2000
1994,170,6,4,25,17,26,2000
1994,170,6,4,25,17,26,2000
1994,225,6,4,24,15,26,2000
1994,170,6,4,25,17,26,2000
1995,205,6,4,26,17,26,2000
1995,225,6,4,26,17,26,2000
1996,205,6,4,27,17,26,2000
2009,210,6,4,21,15,1851,26220
2009,210,6,4,22,16,1851,24560
2009,210,6,4,22,16,1851,22240
2009,210,6,4,21,15,1851,23900
2010,210,6,4,21,15,1851,23250
2010,260,6,4,21,16,1851,25750
2010,210,6,4,22,16,1851,23235
2010,260,6,4,21,16,1851,26750
2010,210,6,4,22,16,1851,21590
2010,260,6,4,20,16,1851,27410
2010,260,6,4,20,16,1851,28410
2010,210,6,4,21,15,1851,24895
2010,210,6,4,22,16,1851,21590
2010,210,6,4,21,15,1851,23250
2011,260,6,4,21,16,1851,28995
2011,260,6,4,21,16,1851,27245
2011,260,6,4,21,16,1851,27995
2011,210,6,4,21,15,1851,23995
2011,210,6,4,22,16,1851,21590
2011,260,6,4,21,16,1851,26245
2011,210,6,4,22,16,1851,23235
2011,210,6,4,22,16,1851,22245
2011,210,6,4,21,15,1851,24985
2011,210,6,4,21,15,1851,23340
2004,290,6,2,22,16,204,89000
2004,252,6,2,22,16,204,89000
2005,290,6,2,22,16,204,89000
2005,252,6,2,22,16,204,89000
2017,573,6,2,22,21,204,156000
2015,131,4,4,26,24,2009,21710
2015,131,4,4,26,24,2009,20720
2016,131,4,4,26,24,2009,21760
2016,131,4,4,26,24,2009,20870
2017,131,4,4,26,24,2009,22230
2017,131,4,4,26,24,2009,21330
2015,235,4,4,28,21,454,35880
2015,235,4,4,28,22,454,36580
2015,235,4,4,28,21,454,37980
2015,235,4,4,28,22,454,34480
2016,235,4,4,28,22,454,34965
2016,235,4,4,28,22,454,37065
2016,235,4,4,28,22,454,36365
2016,235,4,4,27,22,454,38465
2017,235,4,4,27,22,454,38585
2017,235,4,4,28,22,454,36485
2017,235,4,4,28,22,454,37185
2017,235,4,4,28,22,454,35085
2015,194,4,4,31,35,454,39720
2015,194,4,4,30,33,454,41310
2016,194,4,4,30,33,454,41310
2016,194,4,4,31,35,454,39720
2017,194,4,4,30,33,454,39720
1991,140,4,2,28,21,2009,2000
1991,110,4,2,35,24,2009,2000
1992,110,4,2,35,24,2009,2000
1992,140,4,2,28,20,2009,2000
1993,140,4,2,28,20,2009,2000
1993,110,4,2,34,24,2009,2000
2015,248,6,4,28,19,2202,37775
2015,248,6,4,28,19,2202,35775
2015,248,6,4,28,19,2202,28975
2015,248,6,4,28,19,2202,37375
2015,248,6,4,28,19,2202,42030
2015,248,6,4,28,19,2202,44600
2015,248,6,4,28,19,2202,32275
2016,248,6,4,28,19,2202,37650
2016,248,6,4,28,19,2202,32550
2016,248,6,4,28,19,2202,36050
2016,248,6,4,28,19,2202,42305
2016,248,6,4,28,19,2202,44875
2016,248,6,4,28,19,2202,29400
2016,248,6,4,28,19,2202,38050
2016,248,6,4,28,19,2202,33500
1990,93,4,4,31,22,1851,2000
2015,199,4,4,39,35,1720,32150
2015,199,4,4,40,36,1720,25990
2016,199,4,4,39,35,1720,32195
2016,199,4,4,40,36,1720,25995
2017,192,4,4,46,39,1720,25995
2017,192,4,4,46,39,1720,30990
2014,199,4,4,40,36,1720,25995
2014,274,4,4,31,20,1720,27500
2014,192,4,4,34,23,1720,25500
2014,192,4,4,34,23,1720,21500
2014,199,4,4,39,35,1720,31995
2014,274,4,4,31,20,1720,35300
2014,192,4,4,34,23,1720,23950
2015,192,4,4,34,23,1720,25790
2015,192,4,4,34,23,1720,21840
2015,274,4,4,31,20,1720,27700
2015,274,4,4,31,20,1720,35500
2015,192,4,4,34,23,1720,24340
2016,245,4,4,32,22,1720,29940
2016,178,4,4,39,28,1720,24140
2016,185,4,4,35,24,1720,25140
2016,185,4,4,35,24,1720,22140
2016,245,4,4,32,22,1720,36040
2015,175,4,4,33,25,640,30295
2015,175,4,4,33,25,640,24895
2015,175,4,4,33,25,640,25195
2015,175,4,4,33,25,640,29995
2015,256,6,4,27,20,640,32995
2015,175,4,4,33,25,640,26995
2015,175,4,4,33,25,640,27295
2016,175,4,4,33,25,640,30695
2016,256,6,4,27,20,640,33395
2016,175,4,4,33,25,640,25295
2016,175,4,4,33,25,640,27695
2016,175,4,4,33,25,640,27395
2016,175,4,4,33,25,640,24995
2016,175,4,4,33,25,640,30395
2017,175,4,4,32,25,640,35995
2017,175,4,4,32,25,640,25645
2017,256,6,4,27,20,640,34995
2017,175,4,4,32,25,640,27695
2017,256,6,4,27,20,640,38195
2017,175,4,4,32,25,640,32390
2015,148,4,4,30,24,436,22195
2015,168,4,4,28,23,436,21295
2015,168,4,4,26,23,436,22695
2015,168,4,4,26,23,436,24995
2015,148,4,4,32,25,436,22795
2015,148,4,4,30,24,436,24195
2015,148,4,4,30,24,436,19595
2015,148,4,4,32,25,436,20795
2015,168,4,4,28,23,436,23595
2016,168,4,4,28,23,436,23995
2016,148,4,4,29,23,436,22195
2016,168,4,4,27,22,436,22695
2016,168,4,4,27,22,436,25395
2016,168,4,4,27,22,436,23895
2016,168,4,4,28,23,436,22495
2016,168,4,4,28,23,436,21295
2016,148,4,4,31,24,436,20795
2016,148,4,4,29,23,436,19595
2016,168,4,4,27,22,436,27395
2016,168,4,4,28,23,436,25995
2017,168,4,4,27,22,436,24195
2017,148,4,4,29,23,436,22495
2017,168,4,4,27,22,436,25695
2017,148,4,4,30,24,436,20995
2017,168,4,4,27,22,436,27695
2017,168,4,4,28,23,436,24195
2017,168,4,4,28,23,436,22695
2017,148,4,4,29,23,436,19795
2015,166,4,4,29,24,436,26195
2015,166,4,4,31,25,436,24195
2015,224,6,4,28,20,436,28195
2015,166,4,4,31,25,436,23195
2016,224,6,4,27,20,436,30995
2016,166,4,4,31,25,436,24995
2016,166,4,4,29,24,436,26995
2016,166,4,4,31,25,436,22995
2016,166,4,4,31,25,436,23995
2016,166,4,4,29,24,436,25995
2016,166,4,4,31,25,436,24995
2017,224,6,4,27,20,436,31695
2017,166,4,4,30,25,436,24495
2017,166,4,4,29,24,436,24995
2017,166,4,4,29,24,436,27495
2017,166,4,4,30,25,436,25495
2017,166,4,4,29,24,436,26495
2017,166,4,4,30,25,436,23495
2007,200,6,4,23,16,1013,24460
2007,255,6,4,22,15,1013,33775
2007,255,6,4,22,15,1013,27600
2007,255,6,4,22,14,1013,27550
2007,255,6,4,22,14,1013,35825
2007,255,6,4,22,14,1013,30250
2008,253,6,4,22,14,1013,30310
2008,253,6,4,22,14,1013,27225
2008,253,6,4,23,15,1013,34150
2008,253,6,4,22,14,1013,36195
2008,253,6,4,23,15,1013,28265
2008,200,6,4,22,15,1013,24635
2017,287,6,4,28,18,1013,42495
2017,287,6,4,28,18,1013,30495
2017,287,6,4,28,18,1013,28595
2017,287,6,4,28,18,1013,37895
2017,287,6,4,28,18,1013,34495
2015,570,8,4,24,15,1715,200500
2015,310,6,4,27,18,1715,82800
2015,420,6,4,26,17,1715,125600
2015,420,6,4,27,17,1715,93200
2015,420,6,4,27,17,1715,98300
2015,520,8,4,24,15,1715,161100
2015,520,8,4,24,15,1715,141300
2015,570,8,4,24,15,1715,180300
2015,440,8,4,24,16,1715,113400
2015,310,6,4,28,18,1715,78100
2016,520,8,4,24,15,1715,161100
2016,310,6,4,27,18,1715,82800
2016,520,8,4,24,15,1715,141300
2016,570,8,4,24,15,1715,200500
2016,310,6,4,28,18,1715,78100
2016,570,8,4,24,15,1715,180300
2016,310,6,4,28,18,1715,80000
2016,440,8,4,24,16,1715,113400
2016,310,6,4,27,18,1715,84300
2016,420,6,4,27,17,1715,93200
2016,420,6,4,26,17,1715,125600
2016,420,6,4,27,17,1715,98300
2003,240,6,4,25,16,155,39725
2003,205,6,4,27,17,155,34600
2004,240,6,4,26,16,155,40425
2004,205,6,4,27,18,155,35250
2005,240,6,4,26,17,155,40730
2005,205,6,4,27,18,155,35555
2001,322,12,4,15,11,86,259900
2002,322,12,4,15,11,86,262990
1995,100,4,2,33,25,2031,2000
1996,93,4,2,32,26,2031,2000
1997,93,4,2,34,26,2031,2000
1997,93,4,2,32,25,2031,2178
2015,170,4,4,36,24,873,26280
2015,150,4,4,42,30,873,29125
2015,170,4,4,36,24,873,22440
2015,170,4,4,36,24,873,22440
2015,170,4,4,36,24,873,23995
2015,150,4,4,42,30,873,30850
2015,170,4,4,36,24,873,31790
2015,170,4,4,36,24,873,24375
2015,170,4,4,35,24,873,21340
2015,170,4,4,36,24,873,31790
2015,170,4,4,36,24,873,26280
2015,150,4,4,42,30,873,33925
2015,170,4,4,36,24,873,28105
2015,170,4,4,36,24,873,24375
2015,170,4,4,35,24,873,26915
2015,150,4,4,44,30,873,27095
2015,170,4,4,36,24,873,28115
2015,170,4,4,36,24,873,23995
2015,280,6,4,28,20,873,35995
2015,170,4,4,35,24,873,26915
2015,170,4,4,36,24,873,28105
2015,170,4,4,36,24,873,28115
2015,170,4,4,35,24,873,21340
2016,170,4,4,38,25,873,26280
2016,170,4,4,38,25,873,34270
2016,170,4,4,38,25,873,30495
2016,170,4,4,38,25,873,24750
2016,170,4,4,38,25,873,24750
2016,170,4,4,38,25,873,28410
2016,170,4,4,38,25,873,23975
2016,280,6,4,28,20,873,36835
2016,170,4,4,38,25,873,22440
2016,170,4,4,38,25,873,23975
2016,170,4,4,38,25,873,22440
2016,170,4,4,38,25,873,26280
2016,170,4,4,38,25,873,28410
2016,170,4,4,38,25,873,34270
2016,170,4,4,38,25,873,30495
2017,280,6,4,28,20,873,29295
2017,170,4,4,34,23,873,27995
2017,170,4,4,34,23,873,22440
2017,170,4,4,34,23,873,23975
2017,170,4,4,34,23,873,30995
2017,170,4,4,34,23,873,25495
2017,280,6,4,28,20,873,33995
2000,205,6,4,18,15,2202,2452
2000,205,6,4,19,14,2202,2879
2000,205,6,4,19,15,2202,2715
2000,205,6,4,18,15,2202,2668
2001,205,6,4,19,15,2202,30500
2001,205,6,4,19,15,2202,27300
2001,205,6,4,19,15,2202,23000
2001,205,6,4,20,15,2202,24150
2001,205,6,4,20,15,2202,28050
2001,205,6,4,20,15,2202,26800
2001,205,6,4,19,15,2202,29250
2001,205,6,4,19,15,2202,26150
2002,205,6,4,19,15,2202,30900
2002,205,6,4,19,15,2202,26450
2002,205,6,4,20,15,2202,24450
2002,205,6,4,20,15,2202,28450
2002,205,6,4,19,15,2202,23300
2002,205,6,4,19,15,2202,29550
2002,205,6,4,19,15,2202,27600
2002,205,6,4,20,15,2202,27100
2015,260,6,4,27,20,2009,29510
2015,260,6,4,27,20,2009,29780
2015,260,6,4,26,19,2009,37900
